,UA.VI,UA.VO,UA.DP,UA.DT,UA.ZT,UA.ZK,UA.ZP,UA.IF,UA.KV,UA.KH,UA.LH,UA.LV,UA.MY,UA.OD,UA.PL,UA.RV,UA.SM,UA.TP,UA.KK,UA.KS,UA.KM,UA.CK,UA.CV,UA.CH,UA.KR,UA.KC,UA.SC
26-5-2015 02:00,-400.45,-193.77,-1321.61,-1009.22,-253.59,-190.49,-593.13,-292.99,-496.71,-205.3,-266.65,-509.82,-266.71,-424.02,-574.03,-228.02,-236.96,-183.43,-735.61,-193.02,-255.88,-363.5,-138.5,-213.5,-194.5,-1377.51,-39.25
26-5-2015 03:00,-402.62,-196.11,-1320.75,-1015.62,-255.92,-193.85,-594,-295.72,-498.43,-206.87,-272.47,-514.9,-268.6,-429.62,-573.62,-230.53,-238.8,-185.85,-738.91,-195.25,-258.39,-364.59,-141.13,-215.09,-200.73,-1373.87,-40.5
26-5-2015 04:00,-408.03,-201.33,-1323.48,-1032.45,-261.29,-201.06,-597.44,-302.06,-503.69,-210.69,-285.22,-526.66,-273.21,-442.42,-574.59,-236.12,-243.21,-191.16,-747.86,-200.24,-264.1,-367.79,-146.71,-218.9,-214.02,-1374.25,-43.19
26-5-2015 05:00,-416.74,-209,-1334.72,-1062.05,-269.39,-211.24,-604.61,-311.77,-513.82,-216.84,-304.09,-544.78,-280.67,-462.13,-578.79,-244.27,-250.18,-198.81,-763.52,-207.63,-272.64,-373.56,-154.45,-224.96,-233.12,-1390.5,-47.13
26-5-2015 06:00,-442.62,-223.71,-1418.37,-1144.07,-287.41,-226.92,-640.56,-333.42,-549.94,-232.17,-332.7,-584.02,-300.05,-499.94,-613.28,-260.48,-267.35,-212.53,-814.28,-222.18,-290.94,-396.17,-165.66,-240.28,-257.37,-1508.28,-52.33
26-5-2015 07:00,-479.17,-240.95,-1546.07,-1241.37,-310.23,-243.3,-696.09,-360.04,-597.66,-251.21,-356.96,-630.62,-324.75,-539.24,-668.11,-280.61,-289.12,-228.59,-883.24,-239.42,-313.86,-429.87,-177.32,-259.91,-274.38,-1655.04,-55.88
26-5-2015 08:00,-498.37,-249.45,-1614,-1288.72,-321.8,-251.02,-725.91,-373.37,-621.9,-260.73,-366.94,-653.57,-337.22,-557.4,-697.69,-290.79,-300.11,-236.52,-918.8,-247.95,-325.44,-447.82,-182.84,-269.86,-280.45,-1726.43,-57.1
26-5-2015 09:00,-503.82,-251.72,-1632.21,-1299.56,-324.98,-253.06,-734.38,-376.9,-627.95,-263.17,-368.64,-659.44,-340.49,-561.4,-705.91,-293.65,-303.02,-238.71,-928.25,-250.23,-328.63,-452.91,-184.35,-272.51,-281.13,-1740.09,-57.18
26-5-2015 10:00,-505.79,-251.73,-1640.54,-1298.7,-325.52,-252.49,-738.45,-377.24,-629.18,-263.41,-365.43,-659.45,-341,-559.46,-710.16,-294.07,-303.47,-238.75,-930.87,-250.29,-329.11,-455.13,-183.97,-272.98,-277.33,-1738.91,-56.32
26-5-2015 11:00,-504.69,-250.81,-1637.19,-1292.87,-324.53,-251.37,-737.25,-375.95,-627.08,-262.47,-362.65,-656.92,-339.88,-556.41,-709.04,-293.18,-302.48,-237.91,-928.27,-249.39,-328.1,-454.29,-183.19,-272.11,-274.69,-1729.79,-55.73
26-5-2015 12:00,-504.12,-250.23,-1636.26,-1289.99,-323.94,-250.59,-736.83,-375.2,-626.15,-261.97,-360.91,-655.45,-339.29,-554.63,-708.79,-292.61,-301.94,-237.36,-927.03,-248.83,-327.48,-453.93,-182.62,-271.65,-272.95,-1726.65,-55.35
26-5-2015 13:00,-504.48,-250.27,-1637.82,-1290.29,-324.07,-250.55,-737.53,-375.32,-626.49,-262.06,-360.59,-655.6,-339.43,-554.53,-709.53,-292.71,-302.06,-237.4,-927.6,-248.88,-327.6,-454.31,-182.59,-271.77,-272.53,-1727.38,-55.26
26-5-2015 14:00,-505.01,-250.63,-1639.76,-1292.73,-324.48,-250.94,-738.25,-375.85,-627.46,-262.45,-361.55,-656.61,-339.91,-555.67,-710.25,-293.06,-302.48,-237.71,-928.82,-249.23,-328.01,-454.77,-182.85,-272.14,-273.38,-1731.6,-55.45
26-5-2015 15:00,-505.14,-250.91,-1641.99,-1297.23,-324.72,-251.24,-738.47,-376.34,-628.96,-262.94,-363.4,-657.79,-340.44,-557.63,-710.74,-293.17,-302.89,-237.87,-930.1,-249.51,-328.25,-454.91,-182.97,-272.49,-275.07,-1742.75,-55.87
26-5-2015 16:00,-508.09,-253.48,-1647.44,-1309.15,-327.45,-254.57,-741.14,-379.7,-633.12,-265.17,-370.21,-664.18,-343.14,-564.84,-712.65,-295.82,-305.36,-240.36,-935.97,-252,-331.1,-456.95,-185.44,-274.63,-281.8,-1754.45,-57.3
26-5-2015 17:00,-507.3,-254.56,-1636.29,-1308.93,-328.04,-256.81,-737.4,-380.46,-631.31,-265.35,-374.83,-665.91,-343.18,-567.98,-707.69,-296.78,-305.57,-241.59,-933.95,-252.96,-331.86,-455.27,-187.25,-274.73,-287.42,-1741.38,-58.44
26-5-2015 18:00,-500.92,-252.46,-1609.87,-1294.55,-324.74,-255.51,-726.26,-376.72,-623.03,-262.52,-374.18,-659.72,-339.36,-564.06,-696.07,-294.08,-302.28,-239.73,-922,-250.79,-328.64,-448.85,-186.43,-271.71,-288.47,-1714.03,-58.67
26-5-2015 19:00,-485.57,-245.47,-1556.06,-1255.56,-315.34,-249,-702.68,-365.84,-603.44,-254.75,-365.25,-640.85,-329.22,-548.71,-672.76,-285.79,-293.34,-233.19,-893.39,-243.78,-319.21,-434.6,-181.78,-263.63,-282.61,-1655.62,-57.47
26-5-2015 20:00,-467.13,-236.91,-1487.54,-1202.39,-303.93,-241.15,-673.99,-352.32,-577.71,-244.85,-352.39,-616.94,-316.43,-527.91,-643.81,-275.95,-282.17,-225.4,-857.33,-235.19,-307.8,-417.34,-176.35,-253.56,-273.78,-1567.34,-55.54
26-5-2015 21:00,-450.71,-229.23,-1428,-1156.47,-293.73,-234,-648.68,-340.3,-555.38,-236.13,-341.14,-595.78,-305.15,-509.72,-618.49,-267.08,-272.29,-218.34,-825.66,-227.49,-297.59,-402.06,-171.35,-244.64,-265.97,-1493.79,-53.86
26-5-2015 22:00,-440.65,-223.64,-1398.03,-1128.94,-286.82,-227.97,-634.93,-332.22,-542.83,-230.57,-331.55,-581.41,-298.06,-496.69,-605.69,-260.71,-265.92,-213,-807.1,-221.98,-290.55,-393.36,-166.92,-238.95,-257.86,-1460.22,-52.2
26-5-2015 23:00,-426.83,-214.25,-1367.95,-1090.61,-276.05,-216.6,-619.18,-319.63,-527.12,-222.38,-312.81,-558.73,-287.78,-474.66,-592.87,-250.25,-256.48,-203.73,-782.68,-212.84,-279.38,-382.58,-158.3,-230.61,-240.05,-1431,-48.59
27-5-2015 00:00,-409.7,-203,-1327.33,-1042.06,-262.99,-203.23,-598.85,-304.29,-506.89,-212.26,-290.51,-531.09,-275.06,-447.91,-575.68,-237.71,-244.86,-192.71,-751.84,-201.86,-265.88,-368.91,-148.25,-220.33,-219.22,-1387.47,-44.33
27-5-2015 01:00,-404.07,-197.56,-1321.55,-1020.71,-257.4,-195.86,-594.88,-297.5,-500,-207.96,-276.22,-518.23,-269.9,-433.37,-573.85,-232.06,-240.04,-187.32,-741.43,-196.64,-259.96,-365.43,-142.67,-216.15,-204.62,-1375.19,-41.3
27-5-2015 02:00,-401.57,-195.19,-1319.82,-1012.64,-254.95,-192.61,-593.19,-294.59,-497.43,-206.18,-270.37,-512.82,-267.75,-427.45,-573.24,-229.53,-238,-184.92,-737.19,-194.37,-257.36,-363.91,-140.17,-214.39,-198.56,-1373.68,-40.06
27-5-2015 03:00,-403.67,-197.55,-1318.38,-1018.88,-257.28,-196.03,-593.87,-297.32,-499.02,-207.74,-276.31,-517.9,-269.61,-433.1,-572.58,-232.05,-239.82,-187.37,-740.33,-196.61,-259.88,-364.91,-142.85,-215.95,-204.96,-1369.26,-41.34
27-5-2015 04:00,-409.07,-202.95,-1319.8,-1035.71,-262.79,-203.58,-596.94,-303.81,-504.08,-211.62,-289.67,-529.98,-274.28,-446.34,-572.99,-237.83,-244.3,-192.89,-749.13,-201.76,-265.75,-367.97,-148.72,-219.82,-219,-1367.61,-44.18
27-5-2015 05:00,-418.67,-211.28,-1332.65,-1067.73,-271.61,-214.58,-605.03,-314.37,-515.16,-218.3,-309.88,-549.62,-282.41,-467.56,-577.87,-246.69,-251.89,-201.18,-766.32,-209.78,-275.04,-374.39,-157.08,-226.42,-239.4,-1385.17,-48.39
27-5-2015 06:00,-444.64,-226.05,-1416.43,-1149.92,-289.71,-230.34,-641.08,-336.1,-551.35,-233.68,-338.59,-589.01,-301.85,-505.49,-612.43,-262.99,-269.13,-214.98,-817.21,-224.4,-293.42,-397.08,-168.36,-241.8,-263.75,-1502.83,-53.6
27-5-2015 07:00,-480.99,-243.21,-1543.32,-1246.71,-312.42,-246.66,-696.26,-362.59,-598.8,-252.62,-362.78,-635.38,-326.41,-544.62,-666.91,-283.03,-290.79,-230.96,-885.79,-241.56,-316.23,-430.58,-179.98,-261.33,-280.75,-1648.66,-57.15
27-5-2015 08:00,-500.56,-251.74,-1613.39,-1294.94,-324.1,-254.29,-726.89,-376.05,-623.62,-262.28,-372.53,-658.54,-339.09,-562.82,-697.41,-293.26,-301.93,-238.9,-922.11,-250.13,-327.91,-448.96,-185.4,-271.43,-286.43,-1722.76,-58.29
27-5-2015 09:00,-505.66,-253.58,-1632.1,-1304.74,-326.86,-255.69,-735.31,-379.1,-629.45,-264.45,-373.13,-663.5,-342.03,-565.79,-705.86,-295.66,-304.52,-240.63,-931.06,-252,-330.65,-453.91,-186.41,-273.8,-285.89,-1737.6,-58.14
27-5-2015 10:00,-507.34,-253.52,-1639.15,-1303.25,-327.27,-255.09,-738.86,-379.29,-630.29,-264.57,-369.94,-663.27,-342.38,-563.71,-709.54,-295.97,-304.83,-240.61,-933.15,-251.98,-331.01,-455.83,-186.02,-274.14,-282.21,-1735.01,-57.29
27-5-2015 11:00,-506.22,-252.51,-1636.14,-1297.23,-326.21,-253.83,-737.76,-377.91,-628.19,-263.59,-366.86,-660.56,-341.21,-560.42,-708.58,-295,-303.79,-239.68,-930.52,-251,-329.91,-455.02,-185.13,-273.24,-279.24,-1726.25,-56.64
27-5-2015 12:00,-505.49,-251.86,-1634.67,-1293.96,-325.53,-252.98,-737.1,-377.05,-627.06,-263,-365.04,-658.9,-340.51,-558.49,-708.09,-294.34,-303.15,-239.06,-928.99,-250.37,-329.19,-454.51,-184.51,-272.68,-277.44,-1722.53,-56.25
27-5-2015 13:00,-505.82,-252.01,-1635.32,-1294.22,-325.74,-253.16,-737.53,-377.26,-627.26,-263.12,-365.11,-659.23,-340.68,-558.66,-708.44,-294.56,-303.31,-239.23,-929.43,-250.52,-329.41,-454.79,-184.66,-272.83,-277.49,-1721.91,-56.25
27-5-2015 14:00,-505.95,-252.17,-1635.94,-1295.58,-325.88,-253.35,-737.66,-377.48,-627.71,-263.3,-365.75,-659.7,-340.89,-559.33,-708.6,-294.67,-303.49,-239.35,-929.9,-250.67,-329.56,-454.88,-184.77,-272.98,-278.1,-1724.6,-56.39
27-5-2015 15:00,-507.23,-252.9,-1642.45,-1302.77,-326.78,-254.02,-739.75,-378.72,-630.66,-264.33,-368.01,-662.15,-342.13,-562.22,-710.96,-295.35,-304.53,-239.93,-933.3,-251.42,-330.44,-456.12,-185.15,-273.91,-279.94,-1740.12,-56.84
27-5-2015 16:00,-510.54,-255.64,-1649.17,-1315.66,-329.73,-257.51,-742.97,-382.34,-635.29,-266.74,-375.05,-668.99,-345.07,-569.82,-713.42,-298.19,-307.21,-242.57,-939.85,-254.07,-333.52,-458.5,-187.73,-276.24,-286.83,-1753.34,-58.3
27-5-2015 17:00,-509.38,-256.62,-1636.5,-1314.69,-330.14,-259.69,-738.57,-382.9,-633.02,-266.78,-379.69,-670.41,-344.9,-572.78,-707.78,-299.01,-307.24,-243.72,-937.16,-254.92,-334.11,-456.45,-189.51,-276.18,-292.57,-1738.79,-59.47
27-5-2015 18:00,-502.93,-254.54,-1609.47,-1300.15,-326.83,-258.46,-727.22,-379.15,-624.6,-263.92,-379.18,-664.21,-341.05,-568.92,-695.9,-296.32,-303.93,-241.88,-925.03,-252.76,-330.88,-449.92,-188.74,-273.13,-293.8,-1710.68,-59.73
27-5-2015 19:00,-487.94,-248.02,-1554.87,-1262.16,-317.89,-252.67,-703.61,-368.8,-605.19,-256.44,-371.49,-646.33,-331.25,-554.69,-672.25,-288.54,-295.33,-235.85,-896.9,-246.2,-321.95,-435.78,-184.67,-265.34,-289.31,-1650.51,-58.81
27-5-2015 20:00,-469.82,-239.26,-1489.48,-1209.39,-306.42,-244.34,-676.02,-355.2,-580.06,-246.56,-357.6,-622.17,-318.54,-533.28,-644.69,-278.55,-284.19,-227.82,-861.57,-237.44,-310.45,-419.05,-178.85,-255.31,-279.19,-1565.84,-56.61
27-5-2015 21:00,-453.41,-231.77,-1429.02,-1163.86,-296.36,-237.51,-650.43,-343.36,-557.7,-237.93,-347.03,-601.38,-307.35,-515.63,-618.94,-269.85,-274.4,-220.96,-829.89,-229.92,-300.39,-403.67,-174.1,-246.47,-272.16,-1491.5,-55.1
27-5-2015 22:00,-443.59,-225.76,-1403.1,-1136.46,-289.2,-230.64,-637.99,-334.97,-545.81,-232.3,-335.76,-586.34,-300.22,-501.45,-607.92,-263.09,-267.94,-215.13,-812.02,-224.02,-293.03,-395.54,-168.97,-240.73,-262,-1463.14,-53.02
27-5-2015 23:00,-429.43,-216.41,-1370.74,-1097.51,-278.37,-219.46,-621.39,-322.31,-529.57,-224.02,-317.49,-563.61,-289.8,-479.61,-594.1,-252.63,-258.39,-205.93,-786.9,-214.91,-281.83,-384.32,-160.53,-232.28,-244.84,-1431.3,-49.54
28-5-2015 00:00,-412.23,-204.42,-1334.37,-1048.46,-264.75,-204.79,-602.23,-306.32,-509.84,-213.62,-292.83,-534.65,-276.8,-451.06,-578.75,-239.35,-246.44,-194.1,-756.36,-203.26,-267.67,-371.07,-149.43,-221.74,-221.22,-1394.08,-44.73
28-5-2015 01:00,-406.17,-198.96,-1326.06,-1026.25,-259.02,-197.56,-597.29,-299.38,-502.31,-209.18,-278.92,-521.6,-271.43,-436.57,-575.8,-233.64,-241.45,-188.71,-745.08,-198,-261.64,-367.07,-143.96,-217.4,-207.18,-1378.99,-41.81
28-5-2015 02:00,-404.45,-196.9,-1327.21,-1019.96,-257.01,-194.56,-596.86,-296.97,-500.7,-207.76,-273.31,-517.03,-269.76,-431.25,-576.46,-231.49,-239.83,-186.59,-742.26,-196.04,-259.48,-366.3,-141.64,-216.02,-201.2,-1380.33,-40.59
28-5-2015 03:00,-406.58,-199.44,-1324.87,-1026.42,-259.48,-198.29,-597.28,-299.87,-502.21,-209.4,-279.84,-522.45,-271.7,-437.37,-575.4,-234.19,-241.74,-189.24,-745.38,-198.45,-262.15,-367.21,-144.57,-217.65,-208.28,-1374.72,-42.01
28-5-2015 04:00,-413.04,-205.66,-1327.95,-1046.21,-265.89,-206.89,-601.38,-307.42,-508.39,-213.93,-294.97,-536.44,-277.18,-452.54,-576.52,-240.87,-246.99,-195.59,-755.99,-204.4,-268.97,-371.03,-151.24,-222.19,-224.07,-1374.26,-45.2
28-5-2015 05:00,-423.45,-214.39,-1343.36,-1080.24,-275.24,-218.3,-610.65,-318.57,-520.45,-221.03,-315.74,-557.12,-285.85,-474.63,-582.52,-250.21,-255.06,-204.26,-774.64,-212.81,-278.79,-378.19,-159.91,-229.23,-244.9,-1394.37,-49.49
28-5-2015 06:00,-451.27,-230.18,-1432.4,-1167.06,-294.6,-235.16,-649.2,-341.76,-558.8,-237.39,-346.07,-599.07,-306.56,-514.79,-619.37,-267.69,-273.44,-219.05,-828.84,-228.43,-298.46,-402.46,-172.01,-245.62,-270.63,-1516.97,-54.98
28-5-2015 07:00,-488.18,-247.44,-1562.09,-1264.95,-317.52,-251.43,-705.51,-368.49,-607,-256.54,-369.98,-645.8,-331.42,-554.01,-675.09,-287.87,-295.34,-235.09,-898.48,-245.7,-321.47,-436.58,-183.57,-265.38,-287.15,-1665.71,-58.43
28-5-2015 08:00,-507.71,-256.1,-1631.06,-1313.12,-329.3,-259.32,-735.82,-382.06,-631.64,-266.23,-380.19,-669.18,-344.11,-572.52,-705.12,-298.23,-306.52,-243.18,-934.63,-254.39,-333.27,-454.83,-189.21,-275.51,-293.39,-1738.15,-59.68
28-5-2015 09:00,-511.66,-257.49,-1645.58,-1320.39,-331.41,-260.34,-742.39,-384.37,-636.08,-267.87,-380.44,-672.9,-346.35,-574.63,-711.72,-300.07,-308.49,-244.49,-941.51,-255.8,-335.36,-458.68,-189.95,-277.32,-292.76,-1749.06,-59.51
28-5-2015 10:00,-512.14,-256.56,-1650.45,-1315.76,-330.84,-258.67,-744.66,-383.43,-635.67,-267.28,-375.54,-670.65,-345.81,-570.59,-714.44,-299.42,-307.97,-243.61,-941.55,-254.95,-334.7,-459.69,-188.73,-276.93,-287.4,-1745.05,-58.33
28-5-2015 11:00,-510.38,-255.1,-1646.3,-1308.12,-329.28,-256.84,-742.88,-381.46,-632.92,-265.92,-371.58,-666.88,-344.18,-566.29,-712.98,-297.94,-306.5,-242.22,-937.85,-253.53,-333.07,-458.4,-187.4,-275.64,-283.56,-1735.61,-57.5
28-5-2015 12:00,-509.31,-254.25,-1643.81,-1303.9,-328.35,-255.79,-741.76,-380.32,-631.36,-265.15,-369.41,-664.73,-343.24,-563.91,-712.06,-297.06,-305.65,-241.42,-935.69,-252.71,-332.11,-457.6,-186.63,-274.9,-281.47,-1730.74,-57.06
28-5-2015 13:00,-509.37,-254.4,-1642.82,-1303.57,-328.48,-256.06,-741.57,-380.45,-631.14,-265.18,-369.71,-664.93,-343.27,-564.1,-711.69,-297.24,-305.7,-241.6,-935.58,-252.84,-332.26,-457.56,-186.86,-274.94,-281.88,-1728.11,-57.13
28-5-2015 14:00,-509.68,-254.43,-1645.34,-1305.19,-328.59,-255.94,-742.35,-380.61,-631.96,-265.37,-369.74,-665.25,-343.52,-564.41,-712.68,-297.25,-305.89,-241.57,-936.48,-252.88,-332.34,-457.96,-186.73,-275.11,-281.71,-1733.14,-57.11
28-5-2015 15:00,-510.23,-254.99,-1648.37,-1310.76,-329.16,-256.59,-743.03,-381.47,-633.89,-266.09,-372.15,-667.1,-344.35,-567.01,-713.52,-297.68,-306.58,-242.01,-938.47,-253.44,-332.91,-458.41,-187.11,-275.71,-283.94,-1744.87,-57.64
28-5-2015 16:00,-513.17,-257.63,-1653.45,-1322.84,-331.93,-260.04,-745.58,-384.9,-638.03,-268.35,-379.23,-673.63,-347.07,-574.44,-715.26,-300.39,-309.08,-244.57,-944.32,-255.99,-335.82,-460.4,-189.68,-277.88,-290.97,-1756.34,-59.14
28-5-2015 17:00,-511.68,-258.53,-1639.07,-1320.98,-332.19,-262.22,-740.52,-385.29,-635.25,-268.23,-383.9,-674.75,-346.7,-577.23,-708.88,-301.11,-308.94,-245.65,-940.94,-256.76,-336.27,-457.99,-191.47,-277.66,-296.86,-1739.6,-60.33
28-5-2015 18:00,-506.33,-256.98,-1615.62,-1309.14,-329.59,-261.52,-730.8,-382.35,-628.17,-265.94,-384.1,-669.95,-343.58,-574.51,-698.57,-299.05,-306.28,-244.33,-930.82,-255.14,-333.76,-452.46,-191.09,-275.2,-298.62,-1714.99,-60.69
28-5-2015 19:00,-491.53,-250.2,-1563.85,-1271.36,-320.49,-255.18,-708.12,-371.81,-609.25,-258.43,-375.33,-651.67,-333.78,-559.57,-676.16,-291.03,-297.64,-237.99,-903.22,-248.34,-324.63,-438.74,-186.56,-267.39,-292.79,-1658.54,-59.5
28-5-2015 20:00,-472.48,-241.18,-1494.27,-1216.48,-308.57,-246.75,-678.8,-357.7,-582.86,-248.14,-361.49,-626.67,-320.52,-537.69,-646.76,-280.69,-286.03,-229.74,-866.09,-239.3,-312.69,-421.03,-180.69,-256.93,-283,-1569.39,-57.38
28-5-2015 21:00,-455.43,-233.37,-1431.73,-1169.3,-298.11,-239.6,-652.28,-345.39,-559.7,-239.18,-350.46,-605.06,-308.9,-519.33,-620.12,-271.62,-275.86,-222.58,-833.24,-231.46,-302.23,-405.07,-175.71,-247.75,-275.62,-1492.77,-55.79
28-5-2015 22:00,-443.89,-226.47,-1400.58,-1137.6,-289.81,-231.79,-637.41,-335.68,-545.76,-232.65,-337.85,-587.73,-300.61,-503.2,-606.82,-263.81,-268.36,-215.89,-812.27,-224.68,-293.72,-395.43,-169.9,-241.07,-264.39,-1459.26,-53.5
28-5-2015 23:00,-428.64,-216.35,-1366.07,-1095.73,-278.11,-219.67,-619.61,-322.02,-528.34,-223.72,-318.07,-563.18,-289.38,-479.6,-592.06,-252.5,-258.06,-205.93,-785.26,-214.83,-281.6,-383.37,-160.73,-231.96,-245.76,-1425.73,-49.73
29-5-2015 00:00,-401.53,-195.5,-1322.62,-1019.24,-255.18,-192.95,-593.2,-295.18,-499.53,-206.82,-273.16,-514.38,-268.43,-430.3,-573.69,-229.55,-238.51,-185.04,-738.8,-194.69,-257.57,-363.91,-140.25,-214.82,-201.12,-1390.85,-40.71
29-5-2015 01:00,-397.12,-191.61,-1315.12,-1001.9,-251.07,-187.88,-589.33,-290.15,-493.53,-203.52,-262.98,-504.84,-264.44,-419.58,-571.05,-225.52,-234.84,-181.25,-730.2,-190.93,-253.27,-360.9,-136.47,-211.63,-191,-1375.28,-38.58
29-5-2015 02:00,-395.59,-189.98,-1315,-996.66,-249.44,-185.58,-588.59,-288.2,-492.02,-202.35,-258.76,-501.18,-263.05,-415.45,-571.11,-223.81,-233.5,-179.59,-727.64,-189.38,-251.52,-360.08,-134.69,-210.48,-186.55,-1375.32,-37.67
29-5-2015 03:00,-396.95,-191.31,-1314.83,-999.91,-250.8,-187.45,-589.33,-289.75,-492.96,-203.23,-261.76,-504,-264.12,-418.39,-571.1,-225.27,-234.56,-180.98,-729.59,-190.64,-252.98,-360.83,-136.17,-211.39,-189.76,-1372.19,-38.3
29-5-2015 04:00,-399.09,-193.16,-1317.96,-1007.34,-252.77,-189.89,-591.18,-292.12,-495.54,-204.75,-266.32,-508.42,-265.96,-423.2,-572.27,-227.24,-236.27,-182.81,-733.52,-192.43,-255.05,-362.29,-138.02,-212.88,-194.35,-1377.03,-39.25
29-5-2015 05:00,-404.04,-197.48,-1324.15,-1023.49,-257.34,-195.62,-595.27,-297.57,-501.1,-208.17,-276.72,-518.53,-270.13,-434.08,-574.64,-231.85,-240.17,-187.13,-742.26,-196.58,-259.86,-365.57,-142.39,-216.27,-204.89,-1384.7,-41.41
29-5-2015 06:00,-426.44,-209.83,-1390,-1082.7,-272.65,-208.93,-625.89,-315.38,-528.37,-220.33,-297.18,-550.02,-285.72,-462.18,-603.01,-246.02,-254.18,-199,-783.09,-208.76,-275.48,-384.95,-152.23,-228.8,-222.13,-1454,-44.92
29-5-2015 07:00,-457.58,-224.44,-1498.75,-1164.89,-292.03,-222.77,-673.26,-337.96,-568.84,-236.47,-317.42,-589.48,-306.67,-495.26,-649.78,-263.12,-272.65,-212.61,-841.7,-223.38,-294.94,-413.68,-162.09,-245.47,-236.2,-1577.65,-47.84
29-5-2015 08:00,-474.95,-232.68,-1561.93,-1214.8,-302.91,-230.51,-699.93,-350.85,-592.83,-245.84,-330.08,-612.28,-318.76,-515.23,-676.49,-272.58,-283.24,-220.17,-875.49,-231.64,-305.84,-429.81,-167.49,-255,-245.2,-1658.3,-49.79
29-5-2015 09:00,-479.98,-235.16,-1582.04,-1232.4,-306.13,-232.8,-707.8,-354.81,-600.85,-248.85,-334.86,-619.53,-322.57,-522.21,-684.65,-275.27,-286.52,-222.34,-886.1,-234.13,-309.05,-434.53,-168.99,-257.96,-248.76,-1690.5,-50.61
29-5-2015 10:00,-483.12,-236.25,-1596.65,-1242.05,-307.8,-233.44,-713.44,-356.83,-605.82,-250.47,-336.03,-623.08,-324.7,-525.09,-690.77,-276.54,-288.32,-223.24,-892.68,-235.27,-310.66,-437.76,-169.33,-259.6,-248.97,-1711.35,-50.7
29-5-2015 11:00,-482.25,-235.32,-1597.11,-1239.67,-306.87,-232.1,-713.1,-355.75,-605.2,-249.86,-333.76,-621.08,-323.96,-522.92,-690.96,-275.53,-287.6,-222.26,-891.41,-234.38,-309.66,-437.32,-168.27,-258.97,-246.52,-1713.33,-50.21
29-5-2015 12:00,-482.77,-235.52,-1598.11,-1239.61,-307.16,-232.3,-713.82,-356.02,-605.39,-249.99,-333.59,-621.44,-324.17,-522.92,-691.55,-275.84,-287.8,-222.49,-892,-234.57,-309.96,-437.77,-168.46,-259.16,-246.31,-1711.43,-50.14
29-5-2015 13:00,-482.94,-235.87,-1596.15,-1239.08,-307.46,-232.9,-713.48,-356.32,-604.97,-250.08,-334.29,-621.95,-324.27,-523.4,-690.83,-276.25,-287.95,-222.9,-891.85,-234.89,-310.31,-437.71,-168.97,-259.28,-247.23,-1706.13,-50.3
29-5-2015 14:00,-482.73,-235.6,-1595.49,-1237.13,-307.21,-232.55,-713.34,-355.95,-604.36,-249.81,-333.24,-621.18,-323.95,-522.34,-690.7,-276.02,-287.67,-222.67,-891.19,-234.63,-310.04,-437.58,-168.74,-259.05,-246.2,-1702.79,-50.07
29-5-2015 15:00,-482.34,-235.42,-1594.27,-1236.4,-306.97,-232.39,-712.75,-355.69,-603.95,-249.63,-333.11,-620.75,-323.72,-522.05,-690.14,-275.8,-287.46,-222.5,-890.52,-234.46,-309.8,-437.22,-168.61,-258.85,-246.13,-1702.07,-50.06
29-5-2015 16:00,-482.25,-235.59,-1594.04,-1238.12,-307.07,-232.66,-712.42,-355.9,-604.34,-249.81,-334.24,-621.3,-323.89,-523.07,-689.83,-275.88,-287.61,-222.63,-890.76,-234.62,-309.91,-437.06,-168.78,-258.97,-247.29,-1705.54,-50.33
29-5-2015 17:00,-478.35,-233.95,-1581.58,-1230.9,-304.78,-231.15,-706.46,-353.39,-600.23,-248.1,-333.09,-617.14,-321.6,-520.32,-684.12,-273.79,-285.55,-221.02,-884.17,-232.97,-307.61,-433.46,-167.63,-257.1,-246.82,-1697.64,-50.29
29-5-2015 18:00,-472.77,-231.82,-1558.81,-1216.25,-301.68,-229.57,-697.05,-349.77,-592.51,-245.37,-331.06,-610.92,-317.99,-515.57,-674.34,-271.23,-282.44,-219.14,-873.33,-230.8,-304.56,-427.97,-166.6,-254.26,-246.22,-1670.35,-50.14
29-5-2015 19:00,-461.6,-227.59,-1511.73,-1185.21,-295.48,-226.51,-677.98,-342.45,-576.38,-239.75,-326.63,-598.22,-310.61,-505.57,-654.29,-266.19,-276.11,-215.46,-851.11,-226.47,-298.48,-416.88,-164.68,-248.5,-244.79,-1610.17,-49.77
29-5-2015 20:00,-448.77,-222.66,-1459.58,-1151.38,-288.3,-222.79,-656.42,-334.07,-558.62,-233.43,-321.78,-583.8,-302.28,-494.48,-631.9,-260.25,-268.93,-211.08,-826.18,-221.44,-291.41,-404.27,-162.25,-241.95,-243.21,-1547.54,-49.39
29-5-2015 21:00,-437.45,-218.36,-1412.28,-1120.3,-282.01,-219.65,-637.17,-326.66,-542.44,-227.76,-317.33,-570.96,-294.84,-484.42,-611.72,-255.11,-262.53,-207.32,-803.79,-217.03,-285.23,-393.06,-160.25,-236.12,-241.76,-1487.9,-49.02
29-5-2015 22:00,-429.62,-214.37,-1387.3,-1099.87,-276.9,-215.58,-625.89,-320.73,-532.67,-223.63,-311.28,-560.54,-289.5,-475.43,-600.94,-250.48,-257.78,-203.53,-789.36,-213.07,-280.06,-386.08,-157.27,-231.85,-237.03,-1461,-48.05
