,UA.VI,UA.VO,UA.DP,UA.DT,UA.ZT,UA.ZK,UA.ZP,UA.IF,UA.KV,UA.KH,UA.LH,UA.LV,UA.MY,UA.OD,UA.PL,UA.RV,UA.SM,UA.TP,UA.KK,UA.KS,UA.KM,UA.CK,UA.CV,UA.CH,UA.KR,UA.KC,UA.SC
1-1-2015 00:00,-466.56,-280.83,-1206.12,-1226.43,-336.53,-320.69,-592.42,-390.86,-541.59,-259.94,-500.01,-694.56,-330.62,-638.32,-521.23,-319.5,-300.61,-274.32,-831.15,-275.23,-346,-386.6,-240.92,-267.51,-449.33,-1165.54,-90.55
1-1-2015 01:00,-459.14,-275.46,-1186.95,-1199.03,-330.49,-314.22,-583.88,-383.46,-530.97,-254.87,-487.09,-680.74,-324.38,-623.56,-513.82,-313.84,-295,-269.21,-816.33,-269.98,-339.77,-380.77,-236.2,-262.57,-437.15,-1132.26,-87.95
1-1-2015 02:00,-455.37,-272.65,-1179.58,-1187.47,-327.37,-310.71,-579.95,-379.76,-526.52,-252.47,-480.9,-673.97,-321.41,-616.62,-510.8,-310.79,-292.26,-266.44,-809.53,-267.26,-336.51,-377.97,-233.54,-260.17,-431.12,-1123.51,-86.71
1-1-2015 03:00,-459.63,-276.05,-1185.2,-1199,-331.07,-315.15,-583.81,-384.06,-530.75,-255.12,-488.22,-681.77,-324.69,-624.5,-513.23,-314.54,-295.35,-269.88,-816.61,-270.53,-340.4,-380.92,-236.98,-262.87,-438.52,-1126.15,-88.19
1-1-2015 04:00,-465.11,-280.33,-1194.5,-1215.7,-335.75,-320.62,-589.16,-389.6,-536.96,-258.66,-497.83,-691.94,-329.06,-635.01,-517.02,-319.19,-299.4,-274.13,-826.31,-274.67,-345.31,-384.86,-241.14,-266.42,-448.03,-1136.34,-90.13
1-1-2015 05:00,-494.67,-301.93,-1251.89,-1302.18,-359.92,-347.58,-620.4,-418.06,-570.66,-277.01,-544,-743.73,-351.87,-687.12,-540.98,-342.93,-320.46,-295.52,-878.68,-295.62,-370.49,-407,-261.59,-284.94,-492.94,-1196.24,-99.29
1-1-2015 06:00,-562.9,-344.93,-1432.18,-1503.37,-410.58,-397.19,-705.67,-477.97,-656.02,-317.43,-628.99,-851.96,-402.75,-791.87,-616.45,-390.65,-366.5,-337.04,-1005.09,-337.74,-422.59,-463.05,-298.4,-325.78,-570.31,-1413.93,-115.3
1-1-2015 07:00,-587.15,-354.93,-1532.19,-1575.01,-424.65,-405.16,-745.98,-494.77,-691.77,-330.23,-642.32,-881.56,-419.39,-816.82,-658.56,-402.23,-380.81,-345.81,-1053.95,-347.91,-436.47,-486.72,-303.54,-338.76,-577.37,-1549.01,-116.98
1-1-2015 08:00,-606.96,-365.75,-1590.27,-1626.36,-438.12,-416.79,-773.12,-510.38,-715.61,-340.87,-659.84,-909.08,-433.05,-841.13,-683.69,-414.7,-393.09,-356.23,-1089.83,-358.59,-450.19,-503.87,-312.16,-349.75,-592.06,-1608.2,-119.95
1-1-2015 09:00,-605.11,-363.15,-1592.46,-1617.48,-435.67,-412.95,-773.17,-507.37,-713.49,-339.06,-652.05,-903.2,-430.96,-833.87,-685.03,-412.1,-391.08,-353.6,-1086.48,-356.13,-447.56,-503.24,-309.22,-348.05,-583.75,-1607.16,-118.22
1-1-2015 10:00,-600.83,-359.6,-1581.86,-1598.34,-431.86,-408.52,-768.75,-502.55,-706.58,-335.72,-642.29,-893.96,-426.94,-823.25,-681.32,-408.53,-387.47,-350.26,-1077.3,-352.68,-443.6,-500.07,-306.02,-344.9,-574.35,-1582.42,-116.18
1-1-2015 11:00,-596.05,-356.05,-1570.47,-1581.21,-427.91,-404.18,-763.46,-497.74,-700.01,-332.47,-633.84,-885,-422.94,-813.71,-676.9,-404.77,-383.85,-346.86,-1067.96,-349.22,-439.51,-496.39,-302.83,-341.72,-566.28,-1563.5,-114.47
1-1-2015 12:00,-591.11,-352.41,-1560.7,-1566.27,-423.85,-399.64,-758.24,-492.94,-694.23,-329.36,-625.91,-876.22,-419.08,-804.78,-672.87,-400.8,-380.29,-343.27,-1059.09,-345.69,-435.28,-492.69,-299.4,-338.59,-558.57,-1552.28,-112.89
1-1-2015 13:00,-590.55,-351.96,-1559.32,-1563.87,-423.35,-399.08,-757.65,-492.32,-693.35,-328.93,-624.69,-875.04,-418.57,-803.45,-672.37,-400.34,-379.83,-342.84,-1057.91,-345.25,-434.77,-492.27,-298.99,-338.18,-557.41,-1549.25,-112.64
1-1-2015 14:00,-591.46,-352.62,-1562.16,-1567.87,-424.1,-399.85,-758.77,-493.26,-694.89,-329.61,-626.45,-876.84,-419.39,-805.46,-673.42,-401.01,-380.55,-343.45,-1059.91,-345.9,-435.53,-493.01,-299.53,-338.82,-559.03,-1555.3,-113
1-1-2015 15:00,-598.74,-357.71,-1580.88,-1593.03,-429.87,-405.92,-767.3,-500.27,-704.86,-334.38,-638.08,-889.81,-425.3,-818.97,-680.84,-406.44,-385.88,-348.31,-1074.09,-350.87,-441.49,-498.78,-303.98,-343.52,-569.93,-1584.67,-115.31
1-1-2015 16:00,-611.26,-366.95,-1606.48,-1632.09,-440.18,-417.42,-780.63,-512.52,-719.95,-342.38,-658.55,-912.28,-435.21,-842.02,-691.28,-416.49,-394.99,-357.39,-1096.92,-359.84,-452.22,-508.2,-312.64,-351.52,-589.76,-1616.59,-119.4
1-1-2015 17:00,-626.44,-379.01,-1627.35,-1673.78,-453.31,-433.12,-794.59,-527.82,-735.27,-351.87,-684.62,-940.07,-446.94,-870.15,-700.22,-429.77,-406.01,-369.56,-1122.33,-371.46,-466.02,-518.79,-324.74,-361.17,-616.01,-1628.46,-124.67
1-1-2015 18:00,-635.36,-387.02,-1633.91,-1699,-461.71,-444.01,-801.12,-537.63,-743.6,-357.78,-703.09,-958.07,-454.15,-889.07,-702.97,-438.49,-412.9,-377.73,-1136.79,-379.13,-474.94,-524.39,-333.2,-367.15,-635.15,-1627.64,-128.51
1-1-2015 19:00,-637.75,-390.86,-1622.75,-1703.94,-465.23,-450.09,-799.48,-541.61,-743.44,-359.72,-712.99,-965.46,-456.39,-897.51,-698.41,-442.64,-415.3,-381.91,-1138.9,-382.72,-478.83,-524.61,-338.13,-369.16,-646.49,-1603.33,-130.72
1-1-2015 20:00,-626.55,-384.53,-1582.28,-1663.29,-457.45,-443.57,-783.3,-532.01,-725.85,-352.66,-699.39,-947.73,-447.54,-879.61,-682.23,-435.88,-407.56,-376.19,-1115.42,-376.42,-470.99,-514.59,-333.64,-362.26,-635.16,-1535.91,-128.19
1-1-2015 21:00,-604.09,-368.19,-1536.36,-1595.23,-439.14,-423.3,-759.18,-510.33,-699.3,-338.54,-663.92,-908.12,-430.01,-839.44,-663.31,-418.02,-391.44,-360.1,-1074.89,-360.55,-451.93,-497.62,-318.35,-348.08,-600.86,-1482.29,-121.14
1-1-2015 22:00,-575.97,-344.26,-1505.79,-1514.53,-413.63,-391.43,-735.97,-480.47,-671.24,-320.21,-609.63,-853.42,-407.52,-782.51,-650.56,-391.93,-370.19,-335.88,-1027.98,-337.56,-425,-478.99,-293.74,-329.56,-545.4,-1466.78,-109.97
1-1-2015 23:00,-554.15,-323.26,-1496.53,-1449.32,-392.03,-362.36,-722.28,-455.09,-650.98,-305.04,-559.05,-806.48,-389.16,-731.86,-647.12,-369.33,-352.59,-314.42,-992.62,-317.5,-401.98,-466.15,-271.15,-314.33,-492.47,-1473.06,-99.3
2-1-2015 00:00,-488,-276.24,-1368.18,-1267.58,-338.94,-304.03,-651.05,-393.14,-578.58,-265.37,-463.08,-694.66,-339.58,-622.1,-592.23,-317.05,-306.68,-267.64,-877.81,-271.89,-346.68,-416.11,-226.67,-273.89,-399.41,-1361.36,-80.53
2-1-2015 01:00,-486.12,-272.95,-1371.22,-1253.96,-335.98,-299.12,-651.84,-389.29,-575.38,-262.95,-451.89,-686.88,-336.85,-611.75,-594.45,-313.95,-304.11,-264.4,-873.56,-268.77,-343.47,-415.74,-222.99,-271.72,-387.58,-1352.98,-78
2-1-2015 02:00,-488.4,-272.69,-1386.13,-1257.34,-336.4,-297.8,-657.54,-389.67,-578.71,-263.51,-448.44,-687.12,-337.78,-610.25,-601.13,-313.96,-304.78,-263.99,-878.07,-268.62,-343.76,-418.68,-221.87,-272.42,-382.96,-1368.22,-77.05
2-1-2015 03:00,-493.66,-274.88,-1404.93,-1269.37,-339.46,-299.69,-665.87,-393.15,-585.13,-265.99,-450.48,-693.02,-341.07,-614.59,-609.42,-316.64,-307.68,-266.03,-887.63,-270.82,-346.81,-423.65,-223.23,-275.05,-383.9,-1386.36,-77.22
2-1-2015 04:00,-498.06,-276.64,-1423.08,-1281.84,-341.98,-301.05,-673.25,-396.13,-591.49,-268.25,-452.57,-698.21,-344.02,-618.82,-617.12,-318.71,-310.22,-267.58,-896.4,-272.61,-349.29,-427.97,-224.11,-277.36,-384.86,-1409.86,-77.45
2-1-2015 05:00,-523.18,-294.39,-1472.96,-1351.5,-362.06,-323,-700.53,-419.6,-619.32,-283.34,-488.88,-740.61,-362.88,-660.48,-638.37,-338.44,-327.65,-285.21,-940.24,-289.85,-370.19,-447.06,-240.81,-292.72,-419.95,-1455.34,-84.55
2-1-2015 06:00,-592.12,-336.16,-1650.33,-1533.97,-411.99,-370.84,-787.7,-477.65,-699.53,-321.94,-563.95,-843.89,-411.93,-755.82,-714.89,-385.87,-372.25,-326,-1063.22,-330.77,-421.55,-504.05,-276.74,-332.4,-487.63,-1628.53,-98.21
2-1-2015 07:00,-628.77,-351.66,-1790.59,-1631.64,-433.53,-383.98,-846.77,-502.82,-749.24,-340.5,-582.57,-887.61,-436.2,-791.09,-775.05,-404.22,-393.39,-340.06,-1133.72,-346.43,-442.95,-539.12,-285.74,-351.56,-497.78,-1795.45,-100.41
2-1-2015 08:00,-661.21,-369.17,-1893.11,-1723.45,-455.44,-402.37,-892.41,-528.62,-791.36,-358.52,-612.63,-933.55,-459.23,-832.87,-818.51,-424.11,-413.9,-356.63,-1194.86,-363.78,-465.19,-567.67,-299.08,-369.92,-522.52,-1918.66,-105.58
2-1-2015 09:00,-668.26,-371.53,-1928.07,-1747.05,-459.12,-403.57,-905.46,-533.18,-803.35,-362.31,-615.47,-941.67,-464.17,-839.72,-832.95,-426.79,-418.01,-358.45,-1210.27,-366.25,-468.72,-575.05,-299.58,-373.68,-522.98,-1972.56,-105.82
2-1-2015 10:00,-670.46,-371.4,-1945.15,-1754.82,-459.62,-402.35,-911.2,-533.88,-808.11,-363.26,-613.69,-942.8,-465.51,-839.97,-840.03,-426.73,-418.98,-358.03,-1215.82,-366.24,-469.05,-577.98,-298.42,-374.62,-519.86,-2000.04,-105.26
2-1-2015 11:00,-668.17,-369.1,-1945.18,-1748.39,-457.28,-399.1,-910,-531.15,-806.24,-361.67,-608.16,-937.77,-463.59,-834.55,-840.05,-424.23,-417.12,-355.64,-1212.3,-364.04,-466.54,-576.72,-295.87,-373.01,-513.99,-2003.08,-104.09
2-1-2015 12:00,-664.52,-366.07,-1939.83,-1736.76,-454.03,-395.15,-906.73,-527.28,-802.1,-359.22,-601.06,-930.62,-460.59,-826.97,-837.94,-420.98,-414.32,-352.63,-1205.83,-361.12,-463.13,-574.21,-292.86,-370.57,-506.86,-1996.65,-102.62
2-1-2015 13:00,-663.18,-364.89,-1937.46,-1731.42,-452.78,-393.62,-905.54,-525.75,-800.25,-358.21,-597.96,-927.71,-459.37,-823.7,-837.11,-419.76,-413.21,-351.48,-1203.2,-359.98,-461.82,-573.29,-291.72,-369.6,-503.78,-1991.66,-101.97
2-1-2015 14:00,-665.27,-366.37,-1939.85,-1735.04,-454.45,-395.53,-907.56,-527.59,-801.74,-359.28,-600.44,-930.91,-460.74,-826.49,-838.37,-421.5,-414.52,-353.04,-1206.2,-361.41,-463.59,-574.78,-293.25,-370.76,-506.31,-1988.56,-102.44
2-1-2015 15:00,-669.64,-369.59,-1947.4,-1746.82,-458.05,-399.61,-912.04,-531.78,-806.33,-361.92,-607.08,-938.46,-464.03,-833.94,-841.62,-425.09,-417.59,-356.26,-1213.65,-364.53,-467.34,-578,-296.38,-373.46,-512.86,-1993.99,-103.75
2-1-2015 16:00,-677.65,-375.29,-1964.16,-1770.37,-464.48,-406.61,-920.83,-539.35,-815.67,-366.86,-619.1,-952.23,-470.18,-847.71,-848.61,-431.35,-423.24,-361.87,-1228,-370.06,-474.03,-584.12,-301.67,-378.44,-524.41,-2012.35,-106.11
2-1-2015 17:00,-682.86,-380.79,-1964.94,-1788.42,-470,-414.36,-923.42,-545.96,-820.92,-370.83,-633.4,-964.66,-474.92,-861.74,-848.55,-437.14,-427.78,-367.46,-1236.78,-375.31,-479.93,-586.93,-307.65,-382.35,-539.44,-2013.25,-109.19
2-1-2015 18:00,-688.5,-387.39,-1957.78,-1803.17,-476.46,-424.09,-924.53,-553.41,-824.19,-374.93,-649.66,-978.43,-479.8,-876.89,-845.61,-444.26,-432.66,-374.41,-1244.46,-381.54,-486.92,-589.34,-315.37,-386.51,-557.24,-1992.41,-112.71
2-1-2015 19:00,-681.48,-387.21,-1910.15,-1782.01,-474.41,-426.75,-907.71,-550.83,-810.93,-372,-654.37,-974.36,-475.7,-875.85,-825.52,-443.69,-429.55,-374.96,-1228.21,-381.06,-485.29,-580.56,-317.97,-383.52,-565.6,-1922.56,-114.25
2-1-2015 20:00,-662.42,-378.52,-1840.91,-1730.5,-462.73,-418.79,-878.1,-537.17,-785.46,-362.1,-642.48,-950.45,-462.83,-855.81,-795.89,-433.53,-418.27,-366.96,-1191.8,-372.34,-473.61,-562.74,-312.39,-373.34,-557.74,-1840.34,-112.58
2-1-2015 21:00,-630.65,-360.31,-1750.23,-1644.02,-440.5,-398.75,-835.71,-511.19,-746.54,-344.43,-610.6,-904.23,-440.3,-813.55,-757.09,-412.84,-397.98,-349.43,-1133.67,-354.42,-450.88,-535.64,-297.55,-355.23,-530.14,-1741.74,-106.94
2-1-2015 22:00,-595.25,-335.52,-1680.86,-1549.04,-412.37,-368.11,-797.15,-478.46,-708.27,-323.5,-561,-845.37,-414.07,-756.38,-727.18,-385.14,-373.7,-324.73,-1072.62,-330.36,-421.59,-508.7,-274.15,-333.81,-482.18,-1685.11,-97.3
2-1-2015 23:00,-564.43,-313.97,-1620.85,-1467.22,-387.91,-341.49,-763.59,-450.05,-675.24,-305.36,-518.18,-794.32,-391.33,-706.99,-701.2,-361.02,-352.62,-303.25,-1019.69,-309.45,-396.11,-485.25,-253.8,-315.23,-440.76,-1638.07,-89
3-1-2015 00:00,-504.81,-274.89,-1478.17,-1297.33,-342.51,-295.15,-692.56,-396.71,-604.39,-270.08,-440.62,-698.12,-346.99,-613.79,-640.92,-317.51,-312.17,-265.04,-912.05,-271.3,-349.21,-437.59,-219.01,-279.41,-368.43,-1482.75,-74.21
3-1-2015 01:00,-499.2,-270.82,-1466.96,-1280.86,-337.95,-290.11,-686.54,-391.34,-597.93,-266.61,-431.97,-688.35,-342.67,-603.98,-636.24,-313.05,-308.18,-261.02,-902.05,-267.35,-344.46,-433.35,-215.18,-275.9,-360.05,-1470.81,-72.5
3-1-2015 02:00,-498.19,-270.02,-1464.42,-1276.66,-337.08,-289.12,-685.45,-390.25,-596.38,-265.86,-429.88,-686.28,-341.76,-601.67,-635.32,-312.23,-307.36,-260.27,-899.95,-266.58,-343.56,-432.58,-214.47,-275.19,-358.05,-1465.52,-72.07
3-1-2015 03:00,-498.02,-269.72,-1464.38,-1274.92,-336.8,-288.68,-685.49,-389.87,-595.91,-265.59,-428.7,-685.49,-341.46,-600.55,-635.44,-311.96,-307.1,-259.98,-899.43,-266.28,-343.27,-432.54,-214.15,-274.96,-356.84,-1463.28,-71.8
3-1-2015 04:00,-501.45,-272.36,-1469.49,-1284.17,-339.71,-292.09,-688.77,-393.25,-599.39,-267.7,-434.29,-691.6,-344.07,-606.67,-637.65,-314.89,-309.55,-262.65,-905.18,-268.84,-346.32,-434.98,-216.78,-277.11,-362.44,-1466.26,-72.93
3-1-2015 05:00,-525.75,-291.06,-1506.98,-1350.99,-360.28,-316.13,-712.24,-417.23,-624.55,-282.7,-474.14,-735.1,-362.69,-650.34,-653.69,-335.55,-326.97,-281.45,-946.31,-286.89,-367.89,-452.35,-235.27,-292.39,-402.18,-1491.98,-80.91
3-1-2015 06:00,-583.08,-324.01,-1664.41,-1499.88,-400.46,-352.74,-787.81,-463.83,-692.02,-314.02,-530.1,-817.52,-402.72,-724.55,-721.86,-373.3,-363.19,-313.45,-1049.08,-319.28,-409.04,-500.89,-262.63,-324.71,-450.97,-1646.54,-90.74
3-1-2015 07:00,-618.52,-338.84,-1797.36,-1589.58,-421.18,-365.35,-844.71,-487.8,-738.47,-331.53,-546.38,-858.8,-425.72,-756.8,-779.43,-391.1,-383.28,-327.04,-1115.99,-334.26,-429.65,-534.72,-271.39,-342.95,-459.3,-1794.75,-92.48
3-1-2015 08:00,-644.93,-352.7,-1879.97,-1659.77,-438.71,-379.77,-882.15,-508.24,-771.48,-345.7,-568.4,-894.82,-443.94,-788.45,-814.94,-407.09,-399.55,-340.24,-1164.75,-347.99,-447.45,-558.06,-281.93,-357.54,-477.03,-1885.14,-96.11
3-1-2015 09:00,-651.76,-355.89,-1907.17,-1681.92,-442.95,-382.61,-893.01,-513.38,-781.91,-349.58,-573.84,-904.09,-448.91,-796.96,-826.18,-410.63,-403.84,-343.06,-1178.81,-351.2,-451.66,-564.55,-283.81,-361.4,-480.83,-1925.36,-96.98
3-1-2015 10:00,-652.85,-355.49,-1922.63,-1691.86,-442.95,-381.17,-897.12,-513.75,-786.87,-350.46,-573.48,-905.04,-450.03,-798.23,-831.99,-410,-404.56,-342.25,-1183.55,-350.93,-451.48,-566.48,-282.37,-362.09,-479.16,-1961.6,-96.81
3-1-2015 11:00,-653.08,-355.76,-1924.84,-1695.71,-443.22,-381.45,-897.5,-514.22,-788.2,-350.9,-575.01,-906.12,-450.53,-799.89,-832.57,-410.15,-404.95,-342.42,-1184.8,-351.2,-451.74,-566.7,-282.49,-362.43,-480.52,-1970.85,-97.15
3-1-2015 12:00,-649.34,-352.76,-1919.93,-1685.45,-439.96,-377.52,-894.12,-510.43,-784.47,-348.56,-568.48,-899.22,-447.63,-792.88,-830.47,-406.84,-402.23,-339.38,-1178.57,-348.31,-448.31,-564.12,-279.46,-360.05,-473.93,-1968.33,-95.83
3-1-2015 13:00,-648.14,-351.69,-1917.49,-1680.13,-438.84,-376.14,-893.03,-509.02,-782.62,-347.6,-565.52,-896.51,-446.49,-789.75,-829.65,-405.76,-401.19,-338.36,-1176.06,-347.28,-447.14,-563.28,-278.45,-359.14,-471.02,-1962.33,-95.21
3-1-2015 14:00,-645.87,-350.01,-1913.24,-1673.5,-436.97,-374.04,-890.67,-506.82,-780.06,-346.19,-561.91,-892.5,-444.74,-785.7,-827.88,-403.92,-399.56,-336.7,-1172.06,-345.65,-445.19,-561.6,-276.85,-357.72,-467.49,-1957.98,-94.49
3-1-2015 15:00,-648.86,-352.12,-1918.24,-1680.59,-439.36,-376.69,-893.8,-509.55,-782.93,-347.88,-565.92,-897.36,-446.87,-790.28,-830.14,-406.32,-401.57,-338.84,-1176.93,-347.69,-447.68,-563.82,-278.91,-359.48,-471.43,-1959.65,-95.26
3-1-2015 16:00,-658.1,-359.17,-1934.93,-1708.54,-447.13,-385.62,-903.12,-518.74,-793.51,-353.79,-581.52,-914.19,-454.17,-807.54,-837,-414,-408.32,-345.82,-1193.36,-354.51,-455.81,-570.58,-285.68,-365.41,-486.77,-1978.07,-98.4
3-1-2015 17:00,-666.32,-367.06,-1938.22,-1732.73,-455.25,-396.55,-908.26,-528.27,-801.01,-359.46,-600.43,-931.78,-461.04,-826.46,-838.25,-422.51,-414.92,-353.9,-1206.57,-362.05,-464.46,-575.4,-294.19,-371.12,-506.58,-1974.72,-102.38
3-1-2015 18:00,-671.35,-373.45,-1928.83,-1746.43,-461.39,-406.14,-908.35,-535.37,-803.62,-363.31,-616.69,-945,-465.58,-841.32,-834.29,-429.35,-419.5,-360.65,-1213.2,-368.08,-471.14,-577.22,-301.8,-375.01,-524.52,-1952.32,-105.94
3-1-2015 19:00,-665.24,-374.39,-1883.2,-1732.21,-460.43,-410.31,-892.08,-534.28,-792.52,-361.45,-625.39,-943.96,-462.7,-844.31,-814.57,-429.79,-417.48,-362.23,-1199.46,-368.68,-470.64,-568.97,-305.46,-372.95,-536.84,-1892.72,-108.37
3-1-2015 20:00,-648.52,-367.48,-1818.52,-1688.08,-450.71,-404.57,-864.89,-522.95,-769.85,-353.06,-617.5,-924.34,-451.7,-828.7,-786.78,-421.55,-407.92,-355.97,-1167.31,-361.68,-461.01,-552.88,-301.56,-364.28,-532.88,-1816.24,-107.5
3-1-2015 21:00,-618.4,-350,-1733.44,-1605.3,-429.47,-385.19,-825.04,-498.09,-732.89,-336.17,-586.36,-880.03,-430.21,-787.87,-750.45,-401.74,-388.55,-339.13,-1112.14,-344.48,-439.27,-527.31,-287.2,-347,-505.7,-1722.73,-101.94
3-1-2015 22:00,-581.62,-323.95,-1661.03,-1503.74,-400.02,-352.95,-785.2,-463.7,-692.35,-314.1,-533.17,-817.94,-402.62,-726.91,-719.55,-372.8,-363.03,-313.25,-1048.09,-319.21,-408.61,-499.41,-262.64,-324.52,-454.23,-1657.98,-91.54
3-1-2015 23:00,-550.37,-302.46,-1596.07,-1418.65,-375.49,-326.7,-750.26,-435.09,-657.69,-295.64,-490.36,-766.45,-379.46,-676.99,-691.7,-348.8,-341.68,-291.95,-993.53,-298.32,-383.12,-475.28,-242.67,-305.66,-413.22,-1599.72,-83.27
4-1-2015 00:00,-519.97,-285.47,-1510.54,-1341.14,-354.53,-308.09,-709.46,-410.85,-621.98,-279.3,-462.57,-723.77,-358.5,-639.19,-654.52,-329.21,-322.74,-275.46,-939.11,-281.59,-361.7,-449.27,-228.78,-288.74,-389.44,-1517.14,-78.5
4-1-2015 01:00,-511.09,-279.42,-1486.72,-1310.59,-347.6,-300.98,-698.75,-402.45,-609.7,-273.54,-448.93,-708.24,-351.35,-623.13,-645.02,-322.73,-316.31,-269.71,-921.73,-275.67,-354.56,-442.12,-223.59,-283.06,-376.8,-1480.05,-75.82
4-1-2015 02:00,-504.95,-274.31,-1478.7,-1292.2,-342.12,-294.26,-693.4,-395.99,-603.18,-269.5,-437.24,-696.37,-346.4,-610.72,-641.75,-317.18,-311.67,-264.57,-911.2,-270.75,-348.79,-437.95,-218.43,-279.01,-364.98,-1473.05,-73.42
4-1-2015 03:00,-506.02,-275.29,-1479.3,-1295.13,-343.14,-295.59,-694.13,-397.17,-604.13,-270.21,-439.48,-698.54,-347.26,-612.99,-642.02,-318.24,-312.49,-265.57,-912.89,-271.68,-349.87,-438.6,-219.47,-279.73,-367.31,-1472.52,-73.88
4-1-2015 04:00,-516.12,-283.49,-1493.26,-1324.52,-352.01,-306.3,-703.26,-407.59,-614.75,-276.71,-457.82,-717.59,-355.27,-632.65,-647.82,-327.2,-320,-273.81,-930.14,-279.59,-359.2,-445.59,-227.7,-286.29,-385.79,-1483.57,-77.62
4-1-2015 05:00,-565.8,-317.16,-1602.17,-1462.81,-390.65,-347.04,-760.03,-452.8,-671.46,-306.16,-525.12,-799.08,-392.22,-711.83,-694.16,-364.71,-353.94,-307.01,-1018.09,-312.36,-399.27,-484.39,-258.53,-316.28,-449.67,-1590.93,-90.58
4-1-2015 06:00,-605.03,-338.52,-1733.5,-1584.77,-417.27,-369.18,-816.07,-484.7,-726.28,-328.92,-564.86,-856.64,-421.12,-766.21,-748.64,-388.45,-379.48,-326.85,-1095.05,-333.56,-426.22,-519.25,-274.26,-339.11,-482.35,-1772.16,-97.61
4-1-2015 07:00,-647.15,-356.49,-1895.62,-1699.68,-442.16,-384.5,-883.91,-513.91,-784.23,-350.53,-587.5,-907.58,-449.31,-807.97,-817.88,-409.6,-403.99,-343.11,-1176.71,-351.72,-450.94,-559.54,-284.69,-361.32,-495.18,-1970.48,-100.43
4-1-2015 08:00,-676.17,-371.92,-1983.05,-1774.12,-461.57,-400.78,-924.42,-536.39,-819.3,-365.93,-611.58,-947.06,-469.14,-842.33,-855.78,-427.48,-421.78,-357.92,-1229.38,-366.97,-470.69,-584.95,-296.72,-377.27,-514.87,-2059.36,-104.4
4-1-2015 09:00,-682.31,-374.79,-2001.2,-1786.03,-465.37,-403.65,-933.32,-540.61,-825.69,-368.75,-614.42,-954.14,-472.88,-847.47,-864.08,-431.02,-425.16,-360.74,-1239.7,-369.82,-474.55,-590.45,-298.91,-380.32,-516.79,-2070.48,-104.72
4-1-2015 10:00,-682.16,-373.63,-2001.78,-1777.57,-464.47,-401.9,-934.31,-539.17,-823.61,-367.67,-608.74,-950.87,-471.74,-842.23,-865.22,-430.2,-424.16,-359.74,-1237.9,-368.72,-473.58,-590.76,-297.72,-379.5,-510.97,-2056.44,-103.4
4-1-2015 11:00,-680.7,-372.74,-1995.07,-1769.82,-463.41,-401.02,-932.08,-537.74,-820.48,-366.52,-606.11,-948.06,-470.34,-838.96,-862.77,-429.35,-422.98,-359,-1234.19,-367.82,-472.52,-589.41,-297.19,-378.45,-508.75,-2040.76,-102.87
4-1-2015 12:00,-676.88,-369.76,-1988.23,-1757.83,-460.15,-397.23,-928.29,-533.86,-816,-364.03,-599.35,-940.93,-467.27,-831.55,-860.01,-426.13,-420.14,-356.06,-1227.31,-364.95,-469.11,-586.64,-294.32,-375.96,-502.09,-2032.45,-101.5
4-1-2015 13:00,-676.51,-369.53,-1986.84,-1756.21,-459.87,-396.98,-927.77,-533.52,-815.34,-363.77,-598.76,-940.27,-466.95,-830.82,-859.48,-425.9,-419.86,-355.86,-1226.48,-364.72,-468.84,-586.31,-294.15,-375.72,-501.58,-2029.61,-101.38
4-1-2015 14:00,-678.12,-370.98,-1989.14,-1762.22,-461.39,-398.89,-929.1,-535.36,-817.38,-364.95,-602.48,-943.74,-468.38,-834.69,-860.29,-427.41,-421.19,-357.28,-1229.5,-366.11,-470.43,-587.38,-295.59,-376.87,-505.32,-2034.02,-102.16
4-1-2015 15:00,-684.5,-375.71,-2004.31,-1785.1,-466.66,-404.69,-936.14,-541.78,-826.15,-369.29,-613.78,-955.71,-473.71,-847.45,-866.18,-432.42,-426.02,-361.83,-1241.97,-370.72,-475.89,-592.27,-299.86,-381.11,-516.1,-2059.29,-104.45
4-1-2015 16:00,-697.34,-385.29,-2029.77,-1825,-477.31,-416.67,-949.6,-554.42,-841.46,-377.51,-635.05,-978.89,-483.88,-871.27,-876.55,-442.83,-435.38,-371.26,-1265.25,-380.01,-486.98,-601.85,-308.89,-389.34,-536.8,-2090.51,-108.71
4-1-2015 17:00,-711.78,-397.72,-2043.74,-1865.48,-490.51,-433.33,-961.15,-569.83,-855.36,-386.89,-663.14,-1007.07,-495.38,-900.53,-882.47,-456.41,-446.3,-383.89,-1288.95,-391.94,-500.95,-611.28,-321.81,-398.84,-565.65,-2093.9,-114.5
4-1-2015 18:00,-719.61,-406.41,-2039.33,-1888.94,-499.12,-445.86,-963.9,-579.92,-861.49,-392.68,-684.98,-1025.86,-502.29,-921.4,-880.41,-465.69,-453.06,-392.89,-1300.82,-400.19,-510.22,-615.08,-331.63,-404.65,-589.1,-2079.39,-119.2
4-1-2015 19:00,-712.78,-406.75,-1992.51,-1872.28,-497.51,-449.25,-946.96,-578.06,-849.52,-390.32,-692.24,-1023.39,-498.8,-922.84,-860.23,-465.49,-450.48,-393.88,-1285.75,-400.21,-509.04,-606.32,-334.7,-402.1,-599.99,-2018.08,-121.34
