timestep,AUT,BEL,BGR,HRV,CYP,CZE,DNK,EST,FIN,FRA,DEU,GRC,HUN,IRL,ITA,LVA,LTU,LUX,NLD,POL,PRT,ROU,SVK,SVN,ESP,SWE,GBR,ALB,BIH,MKD,MNE,NOR,SRB,CHE
2016-06-12 05:00:00,0.14338739419812604,0.1024954838406771,0.21590901481330965,0.08469779573688123,0.3739997667159155,0.16139826423791614,0.19235800493689512,0.25351645975632897,0.3146193777064974,0.06813774349267526,0.10725097958060226,0.2746000294163475,0.12250901473966423,0.04072299706072681,0.12101347912424405,0.27433173599548977,0.28494614305426846,0.09719736691807233,0.060594289443816826,0.25868498359307956,0.0258466729096791,0.14030455987742832,0.0987423315394575,0.10225905393269916,0.03641757256474556,0.27086786416021386,0.04703335187157818,0.16910868382645253,0.056282769726516135,0.19381636923553286,0.04217282142819789,0.18920967639078368,0.1088313860235988,0.09783788481677895
2016-06-12 06:00:00,0.23896241111315358,0.19536171374035716,0.294427936147539,0.13862204636464542,0.4972783208139382,0.261765992165304,0.2808772043431866,0.3352555573155498,0.3854916296089561,0.15247146254985453,0.17584379302896821,0.40264955270128766,0.19950548787049696,0.11167320942989725,0.21801593212821446,0.37749042800523297,0.4075459948314486,0.18090811684673194,0.1155075526477913,0.3577332759890722,0.11876958063720727,0.1977232652918542,0.16659472277077142,0.16696730123481673,0.1294350753162896,0.3547543569626997,0.10523583061952702,0.2728608191107059,0.1023789517482177,0.2991005131477031,0.08634824003322072,0.25674481802374594,0.17060343808547773,0.19221080599731796
2016-06-12 07:00:00,0.33329919797929936,0.283947006593595,0.3670316896086976,0.19123427579805666,0.5947922908652857,0.3517861811672992,0.36366761160928857,0.40669100984561807,0.44002817291233354,0.24664275875387434,0.23666476759876498,0.5095395696082426,0.2690722474980262,0.2163388413280033,0.305001605606742,0.4564433212465949,0.48961292636882975,0.2730687786049092,0.17418103349449612,0.4392509511645421,0.21695441343503083,0.24534503558743279,0.24799145492066582,0.2164009634203739,0.2541820280368387,0.4204370015608382,0.17222895059080956,0.3341162781737893,0.1570513441827796,0.40286602864678395,0.14575910374211284,0.3181818313295221,0.21419198113644158,0.2690974094402172
2016-06-12 08:00:00,0.4069323577946031,0.35642985778627123,0.4252708914949913,0.23469367347472553,0.6574468784504994,0.3775214625824034,0.43469555259318826,0.461647241561715,0.48192247859510245,0.3382226255319719,0.28524372330103703,0.5872590459833387,0.32125997642971976,0.30950085948257067,0.3737341868425272,0.5193653153703051,0.5451776066411025,0.36414617407972005,0.23728033002797044,0.49707067137690397,0.29166858608130364,0.2764065152493812,0.32336638672963725,0.2460065580202911,0.3714925357101252,0.46920713062965386,0.2367443917210363,0.37582334075069823,0.21836641808053456,0.46594014804919104,0.21364929683681821,0.36896809992820795,0.23444622169248153,0.325421518774859
2016-06-12 09:00:00,0.425277392940533,0.3982546091837315,0.44994611552533215,0.265419109865249,0.6837200880890026,0.3681266693023628,0.4844662903886938,0.4696466172809452,0.5012395342053951,0.412891732779759,0.3049052808908402,0.6314473402134004,0.34058579459224153,0.41906930244496554,0.43156772970199514,0.5365509526298937,0.5703474365072633,0.425483549125026,0.2955738111017338,0.5223522717928476,0.36218125264731665,0.29195239553693936,0.3799746686545415,0.27462294339441434,0.46320684626322084,0.49838800866989885,0.29469966204249154,0.40216627461263027,0.27704337018724406,0.4398344018050476,0.24289153567849975,0.4031461650726692,0.22952150349589256,0.3625854609227867
2016-06-12 10:00:00,0.42441276340884937,0.40101466679637326,0.434300029398276,0.27518313207046097,0.6753365676052288,0.3558254771380036,0.5092771654736347,0.46015797819023513,0.49827605277176007,0.45379606453786814,0.30690586945796156,0.6380258031068279,0.3480541487143768,0.4904056703493875,0.46288902263514947,0.5078704659590957,0.5625127005865609,0.441992033664585,0.32176624515576063,0.5510748747940953,0.4560628780372388,0.2924531076744954,0.4417434216292094,0.2830306892536751,0.5214414619101222,0.512260521461363,0.3503638139172313,0.4296084122843148,0.3240804515669743,0.37390062527038553,0.29776038164049556,0.41927849106943443,0.22586923310798673,0.366827344548233
2016-06-12 11:00:00,0.41110295461159596,0.3864136843227986,0.38234841642221395,0.2754072640780563,0.6314959650036462,0.34411678719424355,0.5171252505193125,0.43473381245980197,0.4822063087797939,0.46464250939181884,0.2918288626016318,0.6072379211890292,0.3600487871035646,0.5246533568253129,0.4678244374101941,0.4864212480476431,0.5392884741927243,0.43710296788987657,0.29939931563659833,0.5439939552149268,0.5402775954879497,0.26640629797753884,0.4737524464171702,0.2674743581020159,0.5540329872340585,0.5017048643177613,0.3821790267437838,0.44080817384400983,0.35329595332018005,0.3390652789309032,0.37655088907813655,0.4169760536386905,0.2233863941085479,0.3513900029143973
2016-06-12 12:00:00,0.3791927247994344,0.3662585411439389,0.310188832798117,0.2506813792447078,0.54725196824125,0.3148859276914872,0.4948025737727871,0.40940647909074235,0.44128005841430923,0.4479979460519359,0.2587747240986565,0.5461594466051123,0.3452559477239266,0.5076097837104612,0.44971027617795045,0.44797156558923784,0.48781369192326096,0.39555667818476054,0.27229753350397673,0.5067859095375179,0.5911752619096434,0.22315655903796766,0.4551730342378881,0.2381127900356793,0.5505681563645248,0.46367494519994107,0.3846288015844458,0.4082200740035423,0.3308468865571219,0.2867262229561951,0.42308461872774195,0.39994357768097255,0.22207574442385833,0.31240794551993245
2016-06-12 13:00:00,0.3050107305380222,0.3279919770212716,0.23661087664808803,0.2229566538356031,0.4369889316267761,0.27642924116901124,0.4565851201265924,0.34543491013703487,0.385287411864664,0.40614630218169717,0.21842433487608534,0.452327084968391,0.3131193402363819,0.5026634413144377,0.3970794892553964,0.390806912980368,0.426382613541844,0.35139227045414256,0.24612718304887266,0.44272336623903663,0.5948510790377435,0.17419991401863752,0.4062677227038052,0.20566149911466777,0.5161688892853715,0.40555249264948,0.3632504845958995,0.3313476717229848,0.2536506350860184,0.21219025376100215,0.39190704233700563,0.3636411628821535,0.2135246938805432,0.26699759166404674
2016-06-12 14:00:00,0.23055208093172871,0.25727653845586634,0.16229647076527484,0.18399753525788468,0.3066745018294921,0.21798413246668735,0.39361349353842195,0.29721097450892614,0.31604202727668484,0.34549454144318176,0.18733184512410445,0.3381339034487201,0.24981738606648826,0.4508563175643702,0.32436039149896606,0.31846536791571717,0.3462913970332699,0.2792104825448661,0.21448382212551612,0.35661445523997637,0.5539959962555904,0.12226952771635342,0.31399125361411573,0.16323906412355682,0.4509478366670815,0.3305279047010389,0.3163128224368532,0.2641317760488231,0.16255653814641297,0.13007504322596303,0.28172315406100307,0.30974174129566057,0.1901071907079507,0.21884974146966235
